target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration
TransitionBlock,2025-12-12 04:15:50.587,2025-12-12 04:16:19.252,0.477753021120666,,,[]
icrs,2025-12-12 04:16:19.252,2025-12-12 04:16:54.252,0.5833333333333179,84.30379746835443 deg,-12.222222222222223 deg,{}
TransitionBlock,2025-12-12 04:16:54.252,2025-12-12 04:17:27.595,0.5557073216139585,,,[]
icrs,2025-12-12 04:17:27.595,2025-12-12 04:18:02.595,0.5833333333333179,96.18320610687024 deg,-36.66666666666667 deg,{}
TransitionBlock,2025-12-12 04:18:02.595,2025-12-12 04:18:10.974,0.1396481889414325,,,[]
icrs,2025-12-12 04:18:10.974,2025-12-12 04:18:45.974,0.5833333333333179,97.02127659574468 deg,-30.000000000000004 deg,{}
TransitionBlock,2025-12-12 04:18:45.974,2025-12-12 04:19:11.322,0.42247370348976077,,,[]
icrs,2025-12-12 04:19:11.322,2025-12-12 04:19:46.322,0.5833333333333179,84.32432432432432 deg,-47.77777777777778 deg,{}
TransitionBlock,2025-12-12 04:19:46.322,2025-12-12 04:20:28.323,0.7000221667333584,,,[]
icrs,2025-12-12 04:20:28.323,2025-12-12 04:21:03.323,0.5833333333333179,89.4267515923567 deg,-14.444444444444446 deg,{}
TransitionBlock,2025-12-12 04:21:03.323,2025-12-12 04:21:39.637,0.6052193516757498,,,[]
icrs,2025-12-12 04:21:39.637,2025-12-12 04:22:14.637,0.5833333333333179,93.0 deg,-43.333333333333336 deg,{}
TransitionBlock,2025-12-12 04:22:14.637,2025-12-12 04:22:54.138,0.6583608577655831,,,[]
icrs,2025-12-12 04:22:54.138,2025-12-12 04:23:29.138,0.5833333333333179,86.58227848101266 deg,-12.222222222222223 deg,{}
TransitionBlock,2025-12-12 04:23:29.138,2025-12-12 04:24:00.123,0.5164135933143399,,,[]
icrs,2025-12-12 04:24:00.123,2025-12-12 04:24:35.123,0.5833333333333179,98.66666666666669 deg,-34.44444444444445 deg,{}
TransitionBlock,2025-12-12 04:24:35.123,2025-12-12 04:24:43.921,0.14662994700991305,,,[]
icrs,2025-12-12 04:24:43.921,2025-12-12 04:25:18.921,0.5833333333333179,95.80645161290325 deg,-41.11111111111111 deg,{}
TransitionBlock,2025-12-12 04:25:18.921,2025-12-12 04:26:01.100,0.702992706914074,,,[]
icrs,2025-12-12 04:26:01.100,2025-12-12 04:26:36.100,0.5833333333333179,81.0 deg,-10.000000000000002 deg,{}
TransitionBlock,2025-12-12 04:26:36.100,2025-12-12 04:27:21.765,0.7610795410103677,,,[]
icrs,2025-12-12 04:27:21.765,2025-12-12 04:27:56.765,0.5833333333333179,90.78260869565216 deg,-45.55555555555556 deg,{}
TransitionBlock,2025-12-12 04:27:56.765,2025-12-12 04:28:10.253,0.22479396309002198,,,[]
icrs,2025-12-12 04:28:10.253,2025-12-12 04:28:45.253,0.5833333333333179,98.93129770992368 deg,-36.66666666666667 deg,{}
TransitionBlock,2025-12-12 04:28:45.253,2025-12-12 04:28:48.073,0.04700371696152672,,,[]
icrs,2025-12-12 04:28:48.073,2025-12-12 04:29:23.073,0.5833333333333179,98.4375 deg,-38.888888888888886 deg,{}
TransitionBlock,2025-12-12 04:29:23.073,2025-12-12 04:30:02.973,0.6649955546326858,,,[]
icrs,2025-12-12 04:30:02.973,2025-12-12 04:30:37.973,0.5833333333333179,83.25 deg,-10.000000000000002 deg,{}
TransitionBlock,2025-12-12 04:30:37.973,2025-12-12 04:30:45.394,0.12368072781324457,,,[]
icrs,2025-12-12 04:30:45.394,2025-12-12 04:31:20.394,0.5833333333333179,88.8607594936709 deg,-12.222222222222223 deg,{}
TransitionBlock,2025-12-12 04:31:20.394,2025-12-12 04:32:04.858,0.7410784038390794,,,[]
icrs,2025-12-12 04:32:04.858,2025-12-12 04:32:39.858,0.5833333333333179,87.56756756756758 deg,-47.77777777777778 deg,{}
TransitionBlock,2025-12-12 04:32:39.858,2025-12-12 04:32:49.087,0.15381657309214702,,,[]
icrs,2025-12-12 04:32:49.087,2025-12-12 04:33:24.087,0.5833333333333179,96.0 deg,-43.333333333333336 deg,{}
TransitionBlock,2025-12-12 04:33:24.087,2025-12-12 04:33:35.198,0.18518219124530333,,,[]
icrs,2025-12-12 04:33:35.198,2025-12-12 04:34:10.198,0.5833333333333179,96.0 deg,-34.44444444444445 deg,{}
TransitionBlock,2025-12-12 04:34:10.198,2025-12-12 04:34:18.950,0.14585525303278501,,,[]
icrs,2025-12-12 04:34:18.950,2025-12-12 04:34:53.950,0.5833333333333179,98.70967741935485 deg,-41.11111111111111 deg,{}
TransitionBlock,2025-12-12 04:34:53.950,2025-12-12 04:35:35.479,0.692159357074793,,,[]
icrs,2025-12-12 04:35:35.479,2025-12-12 04:36:10.479,0.5833333333333179,85.5 deg,-10.000000000000002 deg,{}
TransitionBlock,2025-12-12 04:36:10.479,2025-12-12 04:36:58.032,0.7925508260253444,,,[]
icrs,2025-12-12 04:36:58.032,2025-12-12 04:37:33.032,0.5833333333333179,90.8108108108108 deg,-47.77777777777778 deg,{}
TransitionBlock,2025-12-12 04:37:33.032,2025-12-12 04:38:20.364,0.7888678666964744,,,[]
icrs,2025-12-12 04:38:20.364,2025-12-12 04:38:55.364,0.5833333333333179,87.75 deg,-10.000000000000002 deg,{}
TransitionBlock,2025-12-12 04:38:55.364,2025-12-12 04:39:38.791,0.7237865628363238,,,[]
icrs,2025-12-12 04:39:38.791,2025-12-12 04:40:13.791,0.5833333333333179,99.0 deg,-43.333333333333336 deg,{}
TransitionBlock,2025-12-12 04:40:13.791,2025-12-12 04:40:33.463,0.32786355322794947,,,[]
icrs,2025-12-12 04:40:33.463,2025-12-12 04:41:08.463,0.5833333333333179,78.11320754716981 deg,-50.0 deg,{}
TransitionBlock,2025-12-12 04:41:08.463,2025-12-12 04:41:31.701,0.3872924568276126,,,[]
icrs,2025-12-12 04:41:31.701,2025-12-12 04:42:06.701,0.5833333333333179,101.61290322580643 deg,-41.11111111111111 deg,{}
TransitionBlock,2025-12-12 04:42:06.701,2025-12-12 04:42:13.635,0.11557466611472833,,,[]
icrs,2025-12-12 04:42:13.635,2025-12-12 04:42:48.635,0.5833333333333179,97.04347826086958 deg,-45.55555555555556 deg,{}
TransitionBlock,2025-12-12 04:42:48.635,2025-12-12 04:43:00.227,0.19319174665142214,,,[]
icrs,2025-12-12 04:43:00.227,2025-12-12 04:43:35.227,0.5833333333333179,84.90566037735849 deg,-50.0 deg,{}
TransitionBlock,2025-12-12 04:43:35.227,2025-12-12 04:43:43.236,0.13348823420985312,,,[]
icrs,2025-12-12 04:43:43.236,2025-12-12 04:44:18.236,0.5833333333333179,94.05405405405406 deg,-47.77777777777778 deg,{}
TransitionBlock,2025-12-12 04:44:18.236,2025-12-12 04:45:10.124,0.8647916312334303,,,[]
icrs,2025-12-12 04:45:10.124,2025-12-12 04:45:45.124,0.5833333333333179,81.0 deg,-7.777777777777779 deg,{}
TransitionBlock,2025-12-12 04:45:45.124,2025-12-12 04:46:35.163,0.8339922528599786,,,[]
icrs,2025-12-12 04:46:35.163,2025-12-12 04:47:10.163,0.5833333333333179,102.0 deg,-43.333333333333336 deg,{}
TransitionBlock,2025-12-12 04:47:10.163,2025-12-12 04:47:59.122,0.8159740700022411,,,[]
icrs,2025-12-12 04:47:59.122,2025-12-12 04:48:34.122,0.5833333333333179,83.25 deg,-7.777777777777779 deg,{}
TransitionBlock,2025-12-12 04:48:34.122,2025-12-12 04:49:24.753,0.8438494767348814,,,[]
icrs,2025-12-12 04:49:24.753,2025-12-12 04:49:59.753,0.5833333333333179,100.17391304347828 deg,-45.55555555555556 deg,{}
TransitionBlock,2025-12-12 04:49:59.753,2025-12-12 04:50:49.560,0.8301242506889395,,,[]
icrs,2025-12-12 04:50:49.560,2025-12-12 04:51:24.560,0.5833333333333179,85.5 deg,-7.777777777777779 deg,{}
TransitionBlock,2025-12-12 04:51:24.560,2025-12-12 04:52:16.107,0.8591114300582525,,,[]
icrs,2025-12-12 04:52:16.107,2025-12-12 04:52:51.107,0.5833333333333179,97.2972972972973 deg,-47.77777777777778 deg,{}
TransitionBlock,2025-12-12 04:52:51.107,2025-12-12 04:52:56.480,0.08955286401059581,,,[]
icrs,2025-12-12 04:52:56.480,2025-12-12 04:53:31.480,0.5833333333333179,91.69811320754718 deg,-50.0 deg,{}
TransitionBlock,2025-12-12 04:53:31.480,2025-12-12 04:53:42.683,0.1867192769102921,,,[]
icrs,2025-12-12 04:53:42.683,2025-12-12 04:54:17.683,0.5833333333333179,103.30434782608695 deg,-45.55555555555556 deg,{}
TransitionBlock,2025-12-12 04:54:17.683,2025-12-12 04:54:21.334,0.0608562798395873,,,[]
icrs,2025-12-12 04:54:21.334,2025-12-12 04:54:56.334,0.5833333333333179,100.54054054054056 deg,-47.77777777777778 deg,{}
TransitionBlock,2025-12-12 04:54:56.334,2025-12-12 04:55:52.464,0.9354983824389684,,,[]
icrs,2025-12-12 04:55:52.464,2025-12-12 04:56:27.464,0.5833333333333179,76.5 deg,-7.777777777777779 deg,{}
TransitionBlock,2025-12-12 04:56:27.464,2025-12-12 04:57:23.653,0.9364774645129437,,,[]
icrs,2025-12-12 04:57:23.653,2025-12-12 04:57:58.653,0.5833333333333179,84.70588235294117 deg,-52.22222222222222 deg,{}
TransitionBlock,2025-12-12 04:57:58.653,2025-12-12 04:58:01.355,0.04503968886840681,,,[]
icrs,2025-12-12 04:58:01.355,2025-12-12 04:58:36.355,0.5833333333333179,88.23529411764706 deg,-52.22222222222222 deg,{}
TransitionBlock,2025-12-12 04:58:36.355,2025-12-12 04:58:41.758,0.0900528415507651,,,[]
icrs,2025-12-12 04:58:41.758,2025-12-12 04:59:16.758,0.5833333333333179,81.17647058823529 deg,-52.22222222222222 deg,{}
TransitionBlock,2025-12-12 04:59:16.758,2025-12-12 04:59:30.592,0.23055017069419037,,,[]
icrs,2025-12-12 04:59:30.592,2025-12-12 05:00:05.592,0.5833333333333179,98.49056603773585 deg,-50.0 deg,{}
TransitionBlock,2025-12-12 05:00:05.592,2025-12-12 05:00:10.751,0.08599520261663329,,,[]
icrs,2025-12-12 05:00:10.751,2025-12-12 05:00:45.751,0.5833333333333179,103.7837837837838 deg,-47.77777777777778 deg,{}
TransitionBlock,2025-12-12 05:00:45.751,2025-12-12 05:00:56.872,0.18534833596776323,,,[]
icrs,2025-12-12 05:00:56.872,2025-12-12 05:01:31.872,0.5833333333333179,91.76470588235294 deg,-52.22222222222222 deg,{}
TransitionBlock,2025-12-12 05:01:31.872,2025-12-12 05:01:42.666,0.17989165062434864,,,[]
icrs,2025-12-12 05:01:42.666,2025-12-12 05:02:17.666,0.5833333333333179,77.6470588235294 deg,-52.22222222222222 deg,{}
TransitionBlock,2025-12-12 05:02:17.666,2025-12-12 05:03:16.487,0.9803567990049267,,,[]
icrs,2025-12-12 05:03:16.487,2025-12-12 05:03:51.487,0.5833333333333179,84.96894409937887 deg,-5.555555555555556 deg,{}
TransitionBlock,2025-12-12 05:03:51.487,2025-12-12 05:04:50.786,0.9883151258648404,,,[]
icrs,2025-12-12 05:04:50.786,2025-12-12 05:05:25.786,0.5833333333333179,95.29411764705884 deg,-52.22222222222222 deg,{}
TransitionBlock,2025-12-12 05:05:25.786,2025-12-12 05:06:25.543,0.9959448608230659,,,[]
icrs,2025-12-12 05:06:25.543,2025-12-12 05:07:00.543,0.5833333333333179,82.73291925465838 deg,-5.555555555555556 deg,{}
TransitionBlock,2025-12-12 05:07:00.543,2025-12-12 05:07:03.325,0.04636500954417144,,,[]
icrs,2025-12-12 05:07:03.325,2025-12-12 05:07:38.325,0.5833333333333179,80.4968944099379 deg,-5.555555555555556 deg,{}
TransitionBlock,2025-12-12 05:07:38.325,2025-12-12 05:08:39.645,1.022001504726724,,,[]
icrs,2025-12-12 05:08:39.645,2025-12-12 05:09:14.645,0.5833333333333179,98.82352941176472 deg,-52.22222222222222 deg,{}
TransitionBlock,2025-12-12 05:09:14.645,2025-12-12 05:10:15.619,1.0162437022695059,,,[]
icrs,2025-12-12 05:10:15.619,2025-12-12 05:10:50.619,0.5833333333333179,74.25 deg,-7.777777777777779 deg,{}
TransitionBlock,2025-12-12 05:10:50.619,2025-12-12 05:11:50.818,1.0033110320459748,,,[]
icrs,2025-12-12 05:11:50.818,2025-12-12 05:12:25.818,0.5833333333333179,89.0721649484536 deg,-54.44444444444444 deg,{}
TransitionBlock,2025-12-12 05:12:25.818,2025-12-12 05:12:36.095,0.17129204968163947,,,[]
icrs,2025-12-12 05:12:36.095,2025-12-12 05:13:11.095,0.5833333333333179,102.3529411764706 deg,-52.22222222222222 deg,{}
TransitionBlock,2025-12-12 05:13:11.095,2025-12-12 05:13:24.045,0.2158329373322765,,,[]
icrs,2025-12-12 05:13:24.045,2025-12-12 05:13:59.045,0.5833333333333179,85.36082474226805 deg,-54.44444444444444 deg,{}
TransitionBlock,2025-12-12 05:13:59.045,2025-12-12 05:14:04.438,0.0898795844724809,,,[]
icrs,2025-12-12 05:14:04.438,2025-12-12 05:14:39.438,0.5833333333333179,92.78350515463916 deg,-54.44444444444444 deg,{}
TransitionBlock,2025-12-12 05:14:39.438,2025-12-12 05:14:53.601,0.2360476698726366,,,[]
icrs,2025-12-12 05:14:53.601,2025-12-12 05:15:28.601,0.5833333333333179,74.11764705882352 deg,-52.22222222222222 deg,{}
TransitionBlock,2025-12-12 05:15:28.601,2025-12-12 05:15:45.460,0.2809760220678825,,,[]
icrs,2025-12-12 05:15:45.460,2025-12-12 05:16:20.460,0.5833333333333179,96.49484536082474 deg,-54.44444444444444 deg,{}
TransitionBlock,2025-12-12 05:16:20.460,2025-12-12 05:16:31.230,0.17950892653161077,,,[]
icrs,2025-12-12 05:16:31.230,2025-12-12 05:17:06.230,0.5833333333333179,81.64948453608248 deg,-54.44444444444444 deg,{}
TransitionBlock,2025-12-12 05:17:06.230,2025-12-12 05:18:07.438,1.0201267555716065,,,[]
icrs,2025-12-12 05:18:07.438,2025-12-12 05:18:42.438,0.5833333333333179,78.26086956521739 deg,-5.555555555555556 deg,{}
TransitionBlock,2025-12-12 05:18:42.438,2025-12-12 05:19:47.444,1.0834447611950537,,,[]
icrs,2025-12-12 05:19:47.444,2025-12-12 05:20:22.444,0.5833333333333179,100.20618556701032 deg,-54.44444444444444 deg,{}
TransitionBlock,2025-12-12 05:20:22.444,2025-12-12 05:20:38.563,0.2686356485542696,,,[]
icrs,2025-12-12 05:20:38.563,2025-12-12 05:21:13.563,0.5833333333333179,77.93814432989691 deg,-54.44444444444444 deg,{}
TransitionBlock,2025-12-12 05:21:13.563,2025-12-12 05:21:32.338,0.3129299691584464,,,[]
icrs,2025-12-12 05:21:32.338,2025-12-12 05:22:07.338,0.5833333333333179,103.91752577319588 deg,-54.44444444444444 deg,{}
TransitionBlock,2025-12-12 05:22:07.338,2025-12-12 05:23:14.767,1.1238123005413136,,,[]
icrs,2025-12-12 05:23:14.767,2025-12-12 05:23:49.767,0.5833333333333179,82.73291925465838 deg,-3.333333333333334 deg,{}
TransitionBlock,2025-12-12 05:23:49.767,2025-12-12 05:24:57.359,1.1265244795863438,,,[]
icrs,2025-12-12 05:24:57.359,2025-12-12 05:25:32.359,0.5833333333333179,93.91304347826087 deg,-56.66666666666667 deg,{}
TransitionBlock,2025-12-12 05:25:32.359,2025-12-12 05:25:46.247,0.23147945632247868,,,[]
icrs,2025-12-12 05:25:46.247,2025-12-12 05:26:21.247,0.5833333333333179,93.91304347826087 deg,-45.55555555555556 deg,{}
TransitionBlock,2025-12-12 05:26:21.247,2025-12-12 05:26:37.914,0.277774145276819,,,[]
icrs,2025-12-12 05:26:37.914,2025-12-12 05:27:12.914,0.5833333333333179,93.91304347826087 deg,-32.22222222222223 deg,{}
TransitionBlock,2025-12-12 05:27:12.914,2025-12-12 05:27:43.656,0.5123697562245155,,,[]
icrs,2025-12-12 05:27:43.656,2025-12-12 05:28:18.656,0.5833333333333179,97.82608695652172 deg,-56.66666666666667 deg,{}
TransitionBlock,2025-12-12 05:28:18.656,2025-12-12 05:28:26.710,0.13422592094778807,,,[]
icrs,2025-12-12 05:28:26.710,2025-12-12 05:29:01.710,0.5833333333333179,86.08695652173913 deg,-56.66666666666667 deg,{}
TransitionBlock,2025-12-12 05:29:01.710,2025-12-12 05:29:32.265,0.5092585724380783,,,[]
icrs,2025-12-12 05:29:32.265,2025-12-12 05:30:07.265,0.5833333333333179,86.08695652173913 deg,-32.22222222222223 deg,{}
TransitionBlock,2025-12-12 05:30:07.265,2025-12-12 05:30:40.679,0.5569017841871293,,,[]
icrs,2025-12-12 05:30:40.679,2025-12-12 05:31:15.679,0.5833333333333179,101.7391304347826 deg,-56.66666666666667 deg,{}
TransitionBlock,2025-12-12 05:31:15.679,2025-12-12 05:31:38.775,0.3849279899381308,,,[]
icrs,2025-12-12 05:31:38.775,2025-12-12 05:32:13.775,0.5833333333333179,70.58823529411765 deg,-52.22222222222222 deg,{}
TransitionBlock,2025-12-12 05:32:13.775,2025-12-12 05:32:23.844,0.1678120959027396,,,[]
icrs,2025-12-12 05:32:23.844,2025-12-12 05:32:58.844,0.5833333333333179,82.17391304347827 deg,-56.66666666666667 deg,{}
TransitionBlock,2025-12-12 05:32:58.844,2025-12-12 05:33:14.891,0.2674624750410537,,,[]
icrs,2025-12-12 05:33:14.891,2025-12-12 05:33:49.891,0.5833333333333179,105.65217391304348 deg,-56.66666666666667 deg,{}
TransitionBlock,2025-12-12 05:33:49.891,2025-12-12 05:34:12.083,0.36985833608630614,,,[]
icrs,2025-12-12 05:34:12.083,2025-12-12 05:34:47.083,0.5833333333333179,74.22680412371135 deg,-54.44444444444444 deg,{}
TransitionBlock,2025-12-12 05:34:47.083,2025-12-12 05:35:51.291,1.0701390419705525,,,[]
icrs,2025-12-12 05:35:51.291,2025-12-12 05:36:26.291,0.5833333333333179,80.4968944099379 deg,-3.333333333333334 deg,{}
TransitionBlock,2025-12-12 05:36:26.291,2025-12-12 05:36:32.518,0.10378075075903936,,,[]
icrs,2025-12-12 05:36:32.518,2025-12-12 05:37:07.518,0.5833333333333179,76.02484472049689 deg,-5.555555555555556 deg,{}
TransitionBlock,2025-12-12 05:37:07.518,2025-12-12 05:38:16.984,1.1577675964241685,,,[]
icrs,2025-12-12 05:38:16.984,2025-12-12 05:38:51.984,0.5833333333333179,96.27906976744188 deg,-58.888888888888886 deg,{}
TransitionBlock,2025-12-12 05:38:51.984,2025-12-12 05:38:54.687,0.04505337628520678,,,[]
icrs,2025-12-12 05:38:54.687,2025-12-12 05:39:29.687,0.5833333333333179,92.09302325581396 deg,-58.888888888888886 deg,{}
TransitionBlock,2025-12-12 05:39:29.687,2025-12-12 05:39:35.091,0.09006248855540022,,,[]
icrs,2025-12-12 05:39:35.091,2025-12-12 05:40:10.091,0.5833333333333179,100.46511627906976 deg,-58.888888888888886 deg,{}
TransitionBlock,2025-12-12 05:40:10.091,2025-12-12 05:40:25.076,0.24974250523676744,,,[]
icrs,2025-12-12 05:40:25.076,2025-12-12 05:41:00.076,0.5833333333333179,78.26086956521738 deg,-56.66666666666667 deg,{}
TransitionBlock,2025-12-12 05:41:00.076,2025-12-12 05:41:30.631,0.5092636206038037,,,[]
icrs,2025-12-12 05:41:30.631,2025-12-12 05:42:05.631,0.5833333333333179,78.26086956521738 deg,-32.22222222222223 deg,{}
TransitionBlock,2025-12-12 05:42:05.631,2025-12-12 05:42:39.938,0.5717764083412824,,,[]
icrs,2025-12-12 05:42:39.938,2025-12-12 05:43:14.938,0.5833333333333179,87.90697674418605 deg,-58.888888888888886 deg,{}
TransitionBlock,2025-12-12 05:43:14.938,2025-12-12 05:43:25.724,0.17977171833672756,,,[]
icrs,2025-12-12 05:43:25.724,2025-12-12 05:44:00.724,0.5833333333333179,104.65116279069768 deg,-58.888888888888886 deg,{}
TransitionBlock,2025-12-12 05:44:00.724,2025-12-12 05:44:14.187,0.22438323467666166,,,[]
icrs,2025-12-12 05:44:14.187,2025-12-12 05:44:49.187,0.5833333333333179,83.72093023255815 deg,-58.888888888888886 deg,{}
TransitionBlock,2025-12-12 05:44:49.187,2025-12-12 05:46:01.416,1.203812941907838,,,[]
icrs,2025-12-12 05:46:01.416,2025-12-12 05:46:36.416,0.5833333333333179,82.73291925465838 deg,-1.1111111111111112 deg,{}
TransitionBlock,2025-12-12 05:46:36.416,2025-12-12 05:46:42.654,0.10396854806810296,,,[]
icrs,2025-12-12 05:46:42.654,2025-12-12 05:47:17.654,0.5833333333333179,78.26086956521739 deg,-3.333333333333334 deg,{}
TransitionBlock,2025-12-12 05:47:17.654,2025-12-12 05:48:22.030,1.0729276282348543,,,[]
icrs,2025-12-12 05:48:22.030,2025-12-12 05:48:57.030,0.5833333333333179,70.51546391752578 deg,-54.44444444444444 deg,{}
TransitionBlock,2025-12-12 05:48:57.030,2025-12-12 05:49:16.829,0.3299793460795897,,,[]
icrs,2025-12-12 05:49:16.829,2025-12-12 05:49:51.829,0.5833333333333179,97.77777777777776 deg,-61.11111111111111 deg,{}
TransitionBlock,2025-12-12 05:49:51.829,2025-12-12 05:49:54.512,0.04472377349022949,,,[]
icrs,2025-12-12 05:49:54.512,2025-12-12 05:50:29.512,0.5833333333333179,93.33333333333331 deg,-61.11111111111111 deg,{}
TransitionBlock,2025-12-12 05:50:29.512,2025-12-12 05:51:02.845,0.5555504846679682,,,[]
icrs,2025-12-12 05:51:02.845,2025-12-12 05:51:37.845,0.5833333333333179,93.33333333333331 deg,-34.44444444444445 deg,{}
TransitionBlock,2025-12-12 05:51:37.845,2025-12-12 05:52:11.934,0.5681426842471815,,,[]
icrs,2025-12-12 05:52:11.934,2025-12-12 05:52:46.934,0.5833333333333179,102.22222222222224 deg,-61.11111111111111 deg,{}
TransitionBlock,2025-12-12 05:52:46.934,2025-12-12 05:53:05.610,0.31127414662256214,,,[]
icrs,2025-12-12 05:53:05.610,2025-12-12 05:53:40.610,0.5833333333333179,74.34782608695652 deg,-56.66666666666667 deg,{}
TransitionBlock,2025-12-12 05:53:40.610,2025-12-12 05:54:01.967,0.35594819089524776,,,[]
icrs,2025-12-12 05:54:01.967,2025-12-12 05:54:36.967,0.5833333333333179,106.66666666666666 deg,-61.11111111111111 deg,{}
TransitionBlock,2025-12-12 05:54:36.967,2025-12-12 05:54:54.022,0.28425302676843955,,,[]
icrs,2025-12-12 05:54:54.022,2025-12-12 05:55:29.022,0.5833333333333179,79.53488372093024 deg,-58.888888888888886 deg,{}
TransitionBlock,2025-12-12 05:55:29.022,2025-12-12 05:55:35.487,0.10774878013499745,,,[]
icrs,2025-12-12 05:55:35.487,2025-12-12 05:56:10.487,0.5833333333333179,88.88888888888889 deg,-61.11111111111111 deg,{}
TransitionBlock,2025-12-12 05:56:10.487,2025-12-12 05:56:29.003,0.3085991184284076,,,[]
icrs,2025-12-12 05:56:29.003,2025-12-12 05:57:04.003,0.5833333333333179,67.05882352941177 deg,-52.22222222222222 deg,{}
TransitionBlock,2025-12-12 05:57:04.003,2025-12-12 05:57:20.222,0.2703098052205277,,,[]
icrs,2025-12-12 05:57:20.222,2025-12-12 05:57:55.222,0.5833333333333179,84.44444444444444 deg,-61.11111111111111 deg,{}
TransitionBlock,2025-12-12 05:57:55.222,2025-12-12 05:59:10.316,1.2515824204097825,,,[]
icrs,2025-12-12 05:59:10.316,2025-12-12 05:59:45.316,0.5833333333333179,80.4968944099379 deg,-1.1111111111111112 deg,{}
TransitionBlock,2025-12-12 05:59:45.316,2025-12-12 06:01:05.054,1.3289621209691216,,,[]
icrs,2025-12-12 06:01:05.054,2025-12-12 06:01:40.054,0.5833333333333179,99.47368421052632 deg,-63.33333333333333 deg,{}
TransitionBlock,2025-12-12 06:01:40.054,2025-12-12 06:01:42.711,0.044278878534473876,,,[]
icrs,2025-12-12 06:01:42.711,2025-12-12 06:02:17.711,0.5833333333333179,104.21052631578948 deg,-63.33333333333333 deg,{}
TransitionBlock,2025-12-12 06:02:17.711,2025-12-12 06:02:23.021,0.08849746250336743,,,[]
icrs,2025-12-12 06:02:23.021,2025-12-12 06:02:58.021,0.5833333333333179,94.73684210526316 deg,-63.33333333333333 deg,{}
TransitionBlock,2025-12-12 06:02:58.021,2025-12-12 06:03:10.913,0.21486637001321363,,,[]
icrs,2025-12-12 06:03:10.913,2025-12-12 06:03:45.913,0.5833333333333179,75.34883720930233 deg,-58.888888888888886 deg,{}
TransitionBlock,2025-12-12 06:03:45.913,2025-12-12 06:03:49.932,0.06698421988962089,,,[]
icrs,2025-12-12 06:03:49.932,2025-12-12 06:04:24.932,0.5833333333333179,80.0 deg,-61.11111111111111 deg,{}
TransitionBlock,2025-12-12 06:04:24.932,2025-12-12 06:04:58.265,0.5555592358708505,,,[]
icrs,2025-12-12 06:04:58.265,2025-12-12 06:05:33.265,0.5833333333333179,80.0 deg,-34.44444444444445 deg,{}
TransitionBlock,2025-12-12 06:05:33.265,2025-12-12 06:05:41.599,0.13888967824549958,,,[]
icrs,2025-12-12 06:05:41.599,2025-12-12 06:06:16.599,0.5833333333333179,80.0 deg,-27.777777777777786 deg,{}
TransitionBlock,2025-12-12 06:06:16.599,2025-12-12 06:06:53.700,0.6183535918801475,,,[]
